================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
      12628.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
      12630.9 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      12631.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      12632.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
      12710.0 | 0   0   0   0   0   0   0   0   1   0   1   0   1   1   0   0
      12792.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   1   0
      12792.4 | 1   0   0   0   0   0   0   0   1   0   1   0   1   1   1   1
      12793.4 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   1   1
      12793.9 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   1   0
      12794.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   1   0
      12874.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   0   1   0
      12956.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   1   0
      12960.2 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0
      12961.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   1   0
      13038.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   0   1   0
      13120.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      13122.9 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      13123.9 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      13124.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
      13202.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0
      13284.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   1   0
      13284.4 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   1   1
      13285.4 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      13285.9 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      13286.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      13286.2 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      13366.0 | 0   0   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      13448.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   0   1   0
      13452.2 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   1   0
      13453.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   1   0
      13530.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   0   1   0
      13612.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      13614.9 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      13615.9 | 1   0   0   0   0   0   0   0   0   0   0   1   1   1   0   0
      13616.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
      13694.0 | 0   0   0   0   0   0   0   0   1   0   0   1   1   1   0   0
      13776.0 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   1   0
      13776.4 | 1   0   0   0   0   0   0   0   1   0   0   1   1   1   1   1
      13777.4 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   1   1
      13777.9 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   1   0
      13778.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      13858.0 | 0   0   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      13940.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   0   1   0
      13944.2 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   1   0
      13945.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   1   0
      14022.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   0   1   0
      14104.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      14106.9 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      14107.9 | 1   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
      14108.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
      14186.0 | 0   0   0   0   0   0   0   0   1   0   0   1   0   1   0   0
      14268.0 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   1   0
      14268.4 | 1   0   0   0   0   0   0   0   1   0   0   1   0   1   1   1
      14269.6 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      14269.9 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      14270.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      14350.0 | 0   0   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      14432.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   0   1   0
      14436.2 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   1   0
      14437.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   1   0
      14514.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   0   1   0
      14596.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      14598.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      14599.9 | 1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0
      14600.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
      14678.0 | 0   0   0   0   0   0   0   0   1   0   0   0   1   1   0   0
      14760.0 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   1   0
      14760.4 | 1   0   0   0   0   0   0   0   1   0   0   0   1   1   1   1
      14761.4 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      14761.9 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   0
      14762.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      14842.0 | 0   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      14924.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0
      14928.2 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      14929.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0
      15006.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0
      15088.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      15090.9 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      15091.9 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      15092.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
      15170.0 | 0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0
      15252.0 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   0
      15252.4 | 1   0   0   0   0   0   0   0   1   0   0   0   0   1   1   1
      15253.5 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1
      15253.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   1   1
      15253.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      15254.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   1   0
      15254.2 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   1   0
      15254.7 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   1   0
      15334.0 | 0   0   0   0   0   0   0   0   0   1   1   1   1   0   1   0
      15416.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   0   0   0
      15420.3 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      15498.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      15580.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      15582.9 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
      15584.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
      15662.0 | 0   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
      15744.0 | 1   0   0   0   0   0   0   0   0   1   1   1   1   1   0   0
      15745.4 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
      15746.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
      15826.0 | 0   0   0   0   0   0   0   0   0   1   1   1   0   0   0   0
      15908.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   0   1   0
      15912.3 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      15990.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   0   1   0
      16072.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
      16074.9 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
      16076.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
      16154.0 | 0   0   0   0   0   0   0   0   0   1   1   1   0   1   0   0
      16236.0 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   1   0
      16236.4 | 1   0   0   0   0   0   0   0   0   1   1   1   0   1   1   1
      16237.6 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   1   1
      16237.9 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   1   0
      16238.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   1   0
      16318.0 | 0   0   0   0   0   0   0   0   0   1   1   0   1   0   1   0
      16400.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0
      16404.3 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      16482.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      16564.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      16566.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      16568.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      16646.0 | 0   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      16728.0 | 1   0   0   0   0   0   0   0   0   1   1   0   1   1   0   0
      16729.4 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      16730.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      16810.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      16892.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0
      16896.3 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      16974.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      17056.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      17058.9 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      17060.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      17138.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      17220.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0
      17221.4 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      17221.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      17222.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      17222.2 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      17302.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      17384.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   0   0   0
      17388.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      17466.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      17548.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      17550.9 | 1   0   0   0   0   0   0   0   0   0   0   1   1   1   0   0
      17552.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      17630.0 | 0   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      17712.0 | 1   0   0   0   0   0   0   0   0   1   0   1   1   1   0   0
      17713.4 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      17714.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      17794.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      17876.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0
      17880.3 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      17958.0 | 0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      18040.0 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      18042.9 | 1   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
      18044.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      18122.0 | 0   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      18204.0 | 1   0   0   0   0   0   0   0   0   1   0   1   0   1   0   0
      18205.6 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      18205.9 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      18206.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      18286.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      18368.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0
      18372.3 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      18450.0 | 0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      18532.0 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      18534.9 | 1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0
      18536.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      18614.0 | 0   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      18696.0 | 1   0   0   0   0   0   0   0   0   1   0   0   1   1   0   0
      18697.4 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      18698.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      18778.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      18860.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
      18864.3 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      18942.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      19024.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      19026.9 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      19028.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      19106.0 | 0   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      19188.0 | 1   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0
      19189.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      19189.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      19190.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      19190.2 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      19270.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      19352.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   0   0   0
      19357.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      19434.0 | 0   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      19516.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      19518.9 | 1   0   0   0   0   0   1   1   1   1   1   1   1   1   1   0
      19519.9 | 1   0   0   0   0   0   1   1   0   0   1   1   1   1   1   0
      19520.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   1   0
      19598.0 | 0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   0
      19680.0 | 1   0   0   0   0   0   0   0   0   0   1   1   1   1   0   0
      19681.4 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
      19682.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
      19762.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
      19844.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0
      19849.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   0   0
      19926.0 | 0   0   0   0   0   0   1   1   1   1   1   1   0   0   0   0
      20008.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      20010.9 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   1   0
      20011.9 | 1   0   0   0   0   0   1   1   0   0   1   1   0   1   1   0
      20012.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   1   0
      20090.0 | 0   0   0   0   0   0   0   0   0   0   1   1   0   1   1   0
      20172.0 | 1   0   0   0   0   0   0   0   0   0   1   1   0   1   0   0
      20173.6 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      20173.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      20174.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      20254.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      20336.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      20341.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0
      20418.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0
      20500.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      20502.9 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   1   0
      20503.9 | 1   0   0   0   0   0   1   1   0   0   1   0   1   1   1   0
      20504.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      20582.0 | 0   0   0   0   0   0   0   0   0   0   1   0   1   1   1   0
      20664.0 | 1   0   0   0   0   0   0   0   0   0   1   0   1   1   0   0
      20665.4 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      20666.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      20746.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      20828.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      20833.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0
      20910.0 | 0   0   0   0   0   0   1   1   1   1   1   0   0   0   0   0
      20992.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      20994.9 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   0
      20995.9 | 1   0   0   0   0   0   1   1   0   0   1   0   0   1   1   0
      20996.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   1   0
      21074.0 | 0   0   0   0   0   0   0   0   0   0   1   0   0   1   1   0
      21156.0 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0
      21157.4 | 1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
      21157.9 | 1   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0
      21158.0 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
      21158.2 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      21238.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      21320.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0
      21325.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   0   0
      21402.0 | 0   0   0   0   0   0   1   1   1   1   0   1   1   0   0   0
      21484.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      21486.9 | 1   0   0   0   0   0   1   1   1   1   0   1   1   1   1   0
      21487.9 | 1   0   0   0   0   0   1   1   0   0   0   1   1   1   1   0
      21488.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   1   1   0
      21566.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   0
      21648.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   1   0   0
      21649.4 | 1   0   0   0   0   0   0   0   0   0   0   1   0   1   0   0
      21650.0 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      21730.0 | 0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      21812.0 | 1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
      21817.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0
      21894.0 | 0   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0
      21976.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      21978.9 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   1   0
      21979.9 | 1   0   0   0   0   0   1   1   0   0   0   1   0   1   1   0
      21980.0 | 1   0   0   0   0   0   0   0   0   0   0   1   0   1   1   0
      22058.0 | 0   0   0   0   0   0   0   0   0   0   0   1   0   1   1   0
